extractor_version,source_file,session_id,raw_label,bot_subclass,label,trust_score,ja4_digest_present,ja4_consistency,browser,ja4,raw_userAgent,ua_length,mobile_vs_desktop,ua_is_chrome,ua_is_firefox,ua_is_edge,ua_is_safari,ua_is_opera,accept_lang_present,accept_lang_length,accept_lang_comma_count,accept_lang_q_count,sec_ch_ua_present,sec_ch_ua_length,forwarded_for_count,browser_header_score,ja4_unknown,ja4_bot_tls,ja4_modern_tls,ja4_length,ja4_prefix,ja4_entropy_proxy,ja4_is_modern,ja4_is_legacy,ja4_entropy,ja4_match,ua_ja4_mismatch,is_edge_observed,sec_ch_ua_suspicion_score,header_completeness_score,network_consistency_score,cpu_cores,device_memory,cpu_cores_missing,device_memory_missing,platform,platform_is_windows,platform_is_mac,platform_is_linux,platform_is_mobile,device_platform_mismatch,move_count,key_event_count,scroll_count,total_events,session_duration,mouse_density,key_density,path_length,straight_line_distance,straightness_ratio,mean_velocity,std_velocity,max_velocity,min_velocity,median_velocity,mean_acceleration,std_acceleration,pause_count,idle_time_mean,direction_changes,mouse_entropy,acceleration_entropy,key_press_count,avg_dwell_time,std_dwell_time,avg_flight_time,std_flight_time,key_overlap_count,backspace_count,has_backspace,multi_key_overlap,backspace_ratio,unique_dwell_ratio,typing_speed_wpm,unique_key_ratio,mouse_to_key_ratio,events_per_second,click_count,click_interval_mean,click_hold_mean,pause_ratio,scroll_to_move_ratio,_weak_signal_flag,browser_encoded,ja4_prefix_encoded,platform_encoded,bot_subclass_encoded
9.0,0,23f58adf-74dc-47c4-9d67-0ab99734f552,adversarial_bot,adversarial_bot,1,0.5787108000609048,1,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6800.160 Safari/537.36 Edg/125.0.2886.33",t13d1516h2_8daaf6152771_d8a2da3f94cd_d1,masked,134,0,0,0,1,0,0,1,2,2,2,1,2,1,3,0,0,1,39,t13d1516h2,0.41025641025641024,1,0,3.733368244170433,1,0,0,0,2,2,16.0,16.0,0,0,Win32,1,0,0,0,0,0,18,0,18,2893.0,0.0,0.006221914967162115,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,9,161.66666666666666,101.7185659880568,356.875,255.69143391009408,2,0,0,1,0.0,1.0,37.3314898029727,1.0,0.0,6.221914967162116,9,356.875,161.66666666666666,0.0,0.0,1,110,4,4,0
9.0,0,38b574e7-a207-4a9f-9515-e6585a8ad00c,adversarial_bot,adversarial_bot,1,0.7384337255431853,1,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.6538.44 Safari/537.36",t13d1516h2_8daaf6152771_d8a2da3f94cd_65,masked,105,0,1,0,0,0,0,1,2,2,2,1,2,1,3,0,0,1,39,t13d1516h2,0.41025641025641024,1,0,3.792098860976928,1,0,0,0,2,2,8.0,4.0,0,0,Linux x86_64,0,0,1,0,0,102,24,0,126,9260.0,0.011015118790496761,0.002591792656587473,1.9099753677078057,0.4169751191618032,0.21831439620198986,0.0007303106176593983,0.0010063427130388859,0.004510612076179366,1.7401406144596793e-05,0.0002356781552063936,0.0007268090727980221,0.0009808789429896418,0,0.0,65,1.9637662799060756,2.1293930022279923,12,237.66666666666666,125.61205709998102,546.8181818181819,376.83534339689794,3,0,0,1,0.0,0.9166666666666666,15.550755939524839,0.9166666666666666,7.846153846153846,13.606911447084233,12,546.8181818181819,237.66666666666666,0.0,0.0,1,240,4,2,0
9.0,0,48cc421c-de29-46f3-8855-3020e8c55dab,adversarial_bot,adversarial_bot,1,0.7351642767839661,1,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.2236.68 Safari/537.36",t12d1208h2_9e6316305715_2dae41c691ec,masked,105,0,1,0,0,0,0,1,2,2,2,1,2,1,3,0,0,1,36,t12d1208h2,0.4722222222222222,1,0,3.863826390090815,1,0,0,0,2,2,8.0,8.0,0,0,Linux x86_64,0,0,1,0,0,0,2,0,2,109.0,0.0,0.01834862385321101,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1,109.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,2.0,1,0.0,109.0,0.0,0.0,1,208,0,2,0
9.0,0,3b5c1bc4-8151-4e5b-a44c-7453ab2c9138,adversarial_bot,adversarial_bot,1,0.3496652135511138,1,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.4123.64 Safari/537.36",t13d1516h2_8daaf6152771_d8a2da3f94cd,masked,115,0,1,0,0,0,0,1,2,2,2,1,2,1,3,0,0,1,36,t13d1516h2,0.4444444444444444,1,0,3.7817536555801703,1,0,0,0,2,2,16.0,16.0,0,0,Win32,1,0,0,0,0,179,74,0,253,37771.0,0.004739085541817797,0.0019591750284609884,5.809409830418023,0.7419210200553694,0.1277102221590009,0.0006427436905739432,0.0007739651027545208,0.0045177976935670775,6.19409412049801e-06,0.00034288811836043556,0.0006406286833885578,0.0006963134802407253,8,350.625,111,2.234908902746834,2.8359337708191825,37,275.6111111111111,149.8156789335515,938.5,897.3034758529458,10,8,1,1,0.21621621621621623,0.3611111111111111,11.755050170765934,0.4864864864864865,4.7105263157894735,6.698260570278785,37,938.5,275.6111111111111,0.0446927374301676,0.0,1,188,4,4,0
9.0,0,f1374e14-9a1d-4ac7-9264-cfd9bdbbae57,adversarial_bot,adversarial_bot,1,0.7781723511848163,1,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.1320.92 Safari/537.36",t13d1517h2_8daaf6152771_b6f405a00624,masked,105,0,1,0,0,0,0,1,2,2,2,1,2,1,3,0,0,1,36,t13d1517h2,0.4444444444444444,1,0,3.8327315156807114,1,0,0,0,2,2,4.0,8.0,0,0,Linux x86_64,0,0,1,0,0,174,84,0,258,12243.0,0.014212202891448174,0.00686106346483705,2.9845959830655286,0.42653553193139726,0.14291231856892586,0.0019091397301183469,0.0036691826480062667,0.03342963692593743,2.7839670597532943e-05,0.0005926634795564817,0.002192554008422176,0.004485813877344528,0,0.0,126,1.1402136394839124,1.2710587868953298,42,76.82926829268293,52.02246345899677,236.390243902439,260.1595081116893,9,4,1,1,0.09523809523809523,0.6829268292682927,41.1663807890223,0.42857142857142855,4.046511627906977,21.073266356285224,42,236.390243902439,76.82926829268293,0.0,0.0,1,205,5,2,0
9.0,0,2445b6c3-6c2d-4e90-a6c2-05b1af34289a,adversarial_bot,adversarial_bot,1,0.5904829115205935,1,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.6374.149 Safari/537.36",t13d2446h2_65b5eef4c53d_6849f021c862,masked,116,0,1,0,0,0,0,1,2,2,2,1,2,1,3,0,0,1,36,t13d2446h2,0.4722222222222222,1,0,3.926733681937771,1,0,0,0,2,2,16.0,16.0,0,0,Win32,1,0,0,0,0,105,0,0,105,4100.0,0.025609756097560974,0.0,4.6282129714827,0.5796983784693555,0.12525317699104122,0.001884955420542034,0.0019026723381023497,0.009211834846249036,9.111088714165067e-06,0.0012985433124689607,0.0015411352223584141,0.0017514590662255605,0,0.0,67,2.41537803117635,2.268407687687684,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,105.0,25.60975609756098,0,0.0,0.0,0.0,0.0,1,145,11,4,0
9.0,0,e55323a9-c193-4349-aab3-3c5b17fdfa9e,adversarial_bot,adversarial_bot,1,0.8134642602906794,1,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.3805.58 Safari/537.36",t12d1208h2_9e6316305715_2dae41c691ec,masked,105,0,1,0,0,0,0,1,2,2,2,1,2,1,3,0,0,1,36,t12d1208h2,0.4722222222222222,1,0,3.863826390090815,1,0,0,0,2,2,4.0,4.0,0,0,Linux x86_64,0,0,1,0,0,0,6,0,6,2179.9999999999995,0.0,0.002752293577981652,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,3,225.66666666666666,116.88836079306138,1010.4999999999998,613.4999999999998,0,0,0,0,0.0,1.0,16.51376146788991,0.6666666666666666,0.0,2.7522935779816518,3,1010.4999999999998,225.66666666666666,0.0,0.0,1,239,0,2,0
9.0,0,db32f093-ea8e-4803-9f46-2ce603bbf18b,adversarial_bot,adversarial_bot,1,0.47550583478991,1,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.2123.48 Safari/537.36",t13d7758h2_e9f4ccb47e95_feb15c9919ce_e2,masked,105,0,1,0,0,0,0,1,2,2,2,1,2,1,3,0,0,1,39,t13d7758h2,0.41025641025641024,1,0,3.7920988609769277,1,0,0,0,2,2,8.0,4.0,0,0,Linux x86_64,0,0,1,0,0,135,0,0,135,2446.0,0.05519215044971382,0.0,3.4921662394847806,0.8303326140770336,0.23777007081986376,0.003067990019598272,0.005466891839042274,0.03626971188195298,7.495400274561652e-06,0.000993359332120117,0.0028024523985497015,0.0051485362003827195,1,424.0,87,1.3344736818610308,1.3008292596872346,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,135.0,55.192150449713814,0,0.0,0.0,0.007407407407407408,0.0,1,241,24,2,0
9.0,0,92fc3bbd-c413-4527-a82d-90244a4fc2ab,adversarial_bot,adversarial_bot,1,0.8636075318616964,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.1199.42 Safari/537.36",unknown,masked,121,0,1,0,0,0,0,1,2,2,2,1,2,1,3,1,0,0,7,unknown,0.7142857142857143,0,0,2.1280852788913944,0,0,0,0,2,2,8.0,16.0,0,0,MacIntel,0,1,0,0,0,147,72,0,219,37261.0,0.003945143715949653,0.0019323152894447277,2.1312531173453655,0.8587432910946088,0.40292881408860415,0.00031703671466349795,0.0006649020643711321,0.004343101525891092,7.288548924898424e-06,7.137901650183425e-05,0.000324890771895272,0.0006694217728031342,9,389.1111111111111,104,1.204690600259493,1.2335187522589062,36,250.08333333333337,143.17808937745255,978.2285714285714,785.1459950030873,6,4,1,1,0.1111111111111111,0.6944444444444444,11.593891736668366,0.4722222222222222,3.972972972972973,5.87745900539438,36,978.2285714285714,250.08333333333337,0.061224489795918366,0.0,1,10,33,3,0
9.0,0,00d13f2b-f884-4eb7-a2a1-5eae854b525e,adversarial_bot,adversarial_bot,1,0.8145073041504042,1,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.5747.104 Safari/537.36",t13d1516h2_8daaf6152771_d8a2da3f94cd_0c,masked,106,0,1,0,0,0,0,1,2,2,2,1,2,1,3,0,0,1,39,t13d1516h2,0.4358974358974359,1,0,3.882093091857106,1,0,0,0,2,2,8.0,4.0,0,0,Linux x86_64,0,0,1,0,0,217,0,0,217,3362.9999999999995,0.06452572108236694,0.0,6.842905005344345,0.9234066709743871,0.13494366358340523,0.0035217325363138766,0.004311967138435908,0.031910377970532124,2.0000000000020002e-05,0.001895511185552502,0.0034524900153202983,0.00412434475589086,0,0.0,136,2.0653731439885368,2.225235413377274,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,217.0,64.52572108236694,0,0.0,0.0,0.0,0.0,1,214,4,2,0
9.0,0,bfce9475-8502-480a-8e04-09a525591f4a,evasive_bot,evasive_bot,1,0.577085395915287,1,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.3853.92 Safari/537.36 Edg/126.0.2686.76",t13d1517h2_8daaf6152771_b6f405a00624,masked,133,0,0,0,1,0,0,1,2,2,2,1,2,1,3,0,0,1,36,t13d1517h2,0.4444444444444444,1,0,3.8327315156807114,1,0,0,0,2,2,12.0,16.0,0,0,Win32,1,0,0,0,0,163,56,0,219,27481.0,0.005931370765255995,0.0020377715512535934,3.7663212508359556,0.8603636556712516,0.22843607817051964,0.00061617638022904,0.0009318614141181979,0.005878875442683599,2.6270220972871937e-06,0.0002750374861551191,0.0005752064047607572,0.000989931437219015,7,348.2857142857143,100,1.7510865320463391,1.6542379753410783,28,272.7857142857143,124.11353015423798,921.074074074074,862.9650405315955,7,0,0,1,0.0,0.7142857142857143,12.22662930752156,0.6071428571428571,5.620689655172414,7.969142316509588,28,921.074074074074,272.7857142857143,0.04294478527607362,0.0,1,131,5,4,1
9.0,0,a598fc0d-5125-4583-b8fe-c713ddad55cf,evasive_bot,evasive_bot,1,0.734046291474404,1,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.2249.191 Safari/537.36",t12d1208h2_9e6316305715_2dae41c691ec,masked,116,0,1,0,0,0,0,1,2,2,2,1,2,1,3,0,0,1,36,t12d1208h2,0.4722222222222222,1,0,3.863826390090815,1,0,0,0,2,2,4.0,8.0,0,0,Win32,1,0,0,0,0,184,36,0,220,9165.0,0.020076377523186032,0.003927986906710311,5.4784002684016775,0.8455651128091792,0.154345259817219,0.001239321128582916,0.0015678315219484302,0.008632425234666025,1.2130972501294584e-05,0.0006502611061510905,0.0012509277067878778,0.0015445032876333779,0,0.0,114,2.2285744249724773,2.416427824018225,18,210.05555555555554,106.78195447953337,402.8235294117647,354.7821593919815,6,2,1,1,0.1111111111111111,0.9444444444444444,23.567921440261866,0.5,9.68421052631579,24.00436442989635,18,402.8235294117647,210.05555555555554,0.0,0.0,1,118,0,4,1
9.0,0,e6bc35fd-8a79-4d2e-94cc-4b4e451978e7,evasive_bot,evasive_bot,1,0.5129786528167684,1,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.1024.127 Safari/537.36",t13d1517h2_8daaf6152771_b6f405a00624,masked,122,0,1,0,0,0,0,1,2,2,2,1,2,1,3,0,0,1,36,t13d1517h2,0.4444444444444444,1,0,3.8327315156807114,1,0,0,0,2,2,8.0,16.0,0,0,MacIntel,0,1,0,0,0,90,6,0,96,3160.0,0.028481012658227847,0.0018987341772151898,2.289166451700669,0.8007784774830053,0.34981225453836723,0.0017408148426354601,0.002392681250727397,0.0170620375395203,1.8578988506992346e-05,0.001100092760467343,0.0017963292519083177,0.002763908284690695,0,0.0,57,1.3059229372758951,1.381346546284699,3,60.333333333333336,30.57595278791634,583.4999999999998,320.4999999999998,0,0,0,0,0.0,1.0,11.39240506329114,1.0,22.5,30.379746835443036,3,583.4999999999998,60.333333333333336,0.0,0.0,1,55,5,3,1
9.0,0,a30f8f83-c2e1-4ec5-964a-f221cd463ea9,evasive_bot,evasive_bot,1,0.8376098339526941,1,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.2163.106 Safari/537.36 Edg/121.0.1992.13",t12d1208h2_9e6316305715_2dae41c691ec_bc,masked,134,0,0,0,1,0,0,1,2,2,2,1,2,1,3,0,0,1,39,t12d1208h2,0.46153846153846156,1,0,3.9384964492986376,1,0,0,0,2,2,8.0,16.0,0,0,Win32,1,0,0,0,0,0,40,0,40,9303.0,0.0,0.004299688272600236,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,20,149.9,88.63007390271093,479.8421052631579,485.0419692267436,4,4,1,1,0.2,0.85,25.79812963560142,0.55,0.0,4.299688272600236,20,479.8421052631579,149.9,0.0,0.0,1,156,0,4,1
9.0,0,06c73b99-4a96-487f-911f-d74bf81603aa,evasive_bot,evasive_bot,1,0.7267728698107927,1,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.1760.110 Safari/537.36",t13d1517h2_8daaf6152771_b6f405a00624,masked,116,0,1,0,0,0,0,1,2,2,2,1,2,1,3,0,0,1,36,t13d1517h2,0.4444444444444444,1,0,3.8327315156807114,1,0,0,0,2,2,8.0,16.0,0,0,Win32,1,0,0,0,0,102,26,0,128,2725.0,0.03743119266055046,0.009541284403669725,2.6018538415685404,0.5110388732767792,0.19641336692790434,0.004281192039459775,0.008168933733540102,0.04911291199878093,6.14035087719293e-05,0.0011443475215160794,0.0038600516567123865,0.006986552958386256,0,0.0,62,1.2025854519137251,1.4888555205202185,13,88.25,48.60576954779477,130.66666666666666,75.56380673899966,4,2,1,1,0.15384615384615385,0.9166666666666666,57.24770642201835,0.6923076923076923,7.285714285714286,46.97247706422018,13,130.66666666666666,88.25,0.0,0.0,1,130,5,4,1
9.0,0,7d1b1bdb-6279-4d02-a606-06d42d992704,evasive_bot,evasive_bot,1,0.42757645660927257,1,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.2646.16 Safari/537.36",t12d1208h2_9e6316305715_2dae41c691ec_3f,masked,115,0,1,0,0,0,0,1,2,2,2,1,2,1,3,0,0,1,39,t12d1208h2,0.46153846153846156,1,0,3.9384964492986376,1,0,0,0,2,2,8.0,8.0,0,0,Win32,1,0,0,0,0,0,34,0,34,6573.999999999999,0.0,0.005171889260724065,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,17,197.94117647058823,98.15442250576103,396.06249999999994,323.756943699668,6,0,0,1,0.0,0.8823529411764706,31.031335564344392,0.6470588235294118,0.0,5.171889260724066,17,396.06249999999994,197.94117647058823,0.0,0.0,1,109,0,4,1
9.0,0,31f11f0b-dbab-4c71-ac95-429682667352,evasive_bot,evasive_bot,1,0.3829622137837816,1,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.3306.60 Safari/537.36",t12d1208h2_9e6316305715_2dae41c691ec,masked,105,0,1,0,0,0,0,1,2,2,2,1,2,1,3,0,0,1,36,t12d1208h2,0.4722222222222222,1,0,3.863826390090815,1,0,0,0,2,2,8.0,16.0,0,0,Linux x86_64,0,0,1,0,0,117,70,0,187,13458.000000000002,0.008693713776192599,0.005201367216525486,4.227112525564787,0.6118874488008396,0.14475305426582769,0.0029615514983872605,0.0036873023214403135,0.019300746099568288,4.6469817394830395e-05,0.0016456657436243153,0.003038457988764685,0.0037583375881188453,1,1159.0,63,2.001295789510914,2.16807804072694,35,132.71428571428572,91.74952593994196,368.67647058823536,421.86523639861696,12,4,1,1,0.11428571428571428,0.8,31.208203299152917,0.5428571428571428,3.25,13.895080992718084,35,368.67647058823536,132.71428571428572,0.008547008547008548,0.0,1,207,0,2,1
9.0,0,6a334445-0192-4a2a-a44a-37d7fe75470b,evasive_bot,evasive_bot,1,0.8700920259179183,1,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.1505.95 Safari/537.36",t13d1516h2_8daaf6152771_d8a2da3f94cd,masked,121,0,1,0,0,0,0,1,2,2,2,1,2,1,3,0,0,1,36,t13d1516h2,0.4444444444444444,1,0,3.7817536555801703,1,0,0,0,2,2,10.0,8.0,0,0,MacIntel,0,1,0,0,0,0,12,0,12,1560.0,0.0,0.007692307692307693,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,6,88.33333333333333,68.71357620991324,303.0,203.78910667648555,1,0,0,1,0.0,0.8333333333333334,46.15384615384615,1.0,0.0,7.692307692307692,6,303.0,88.33333333333333,0.0,0.0,1,37,4,3,1
9.0,0,4c1aca64-0bba-4bfc-b013-a34d121584cf,evasive_bot,evasive_bot,1,1.0,1,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.3855.182 Safari/537.36 Edg/142.0.2161.57",t12d1208h2_9e6316305715_2dae41c691ec,masked,134,0,0,0,1,0,0,1,2,1,1,1,2,1,3,0,0,1,36,t12d1208h2,0.4722222222222222,1,0,3.863826390090815,1,0,0,0,2,2,8.0,8.0,0,0,Win32,1,0,0,0,0,0,28,0,28,3699.0,0.0,0.007569613409029468,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,14,104.28571428571429,49.372387556823945,277.3076923076923,343.5971220026744,6,2,1,1,0.14285714285714285,1.0,45.417680454176796,0.9285714285714286,0.0,7.5696134090294676,14,277.3076923076923,104.28571428571429,0.0,0.0,1,111,0,4,1
9.0,0,38d7dd11-8eb3-41d3-91e4-036cfc5dd8f7,evasive_bot,evasive_bot,1,0.593876836755824,1,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.6174.180 Safari/537.36 Edg/132.0.2606.32",t12d1208h2_9e6316305715_2dae41c691ec,masked,134,0,0,0,1,0,0,1,2,2,2,1,2,1,3,0,0,1,36,t12d1208h2,0.4722222222222222,1,0,3.863826390090815,1,0,0,0,2,2,16.0,8.0,0,0,Win32,1,0,0,0,0,163,76,0,239,16908.0,0.009640406907972557,0.004494913650343033,5.7112152343881055,0.8078583044074005,0.14145120981313422,0.003304221995388367,0.003828363032760298,0.02043716360579422,2.7950849718744292e-05,0.0020761120795128145,0.0031197968996032393,0.0036770790579429475,0,0.0,89,2.352388188042355,2.3927062696472277,38,117.70270270270272,80.822416232555,407.43243243243245,322.3194269698794,5,6,1,1,0.15789473684210525,0.7297297297297297,26.969481902058195,0.4473684210526316,4.17948717948718,14.13532055831559,38,407.43243243243245,117.70270270270272,0.0,0.0,1,123,0,4,1
9.0,0,df0dcb11-76fe-436a-9ccb-6d9c3fa02318,evasive_bot,evasive_bot,1,0.9052630814823994,1,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.1537.66 Safari/537.36",t13d1517h2_8daaf6152771_b6f405a00624,masked,105,0,1,0,0,0,0,1,2,2,2,1,2,1,3,0,0,1,36,t13d1517h2,0.4444444444444444,1,0,3.8327315156807114,1,0,0,0,2,2,4.0,16.0,0,0,Linux x86_64,0,0,1,0,0,107,34,0,141,8560.0,0.0125,0.00397196261682243,2.729971162254875,0.4957977410194605,0.18161281257269632,0.001508689728311668,0.0021282373915290065,0.01569553426673866,3.57142857142905e-05,0.0007690757089997729,0.0017971805739521794,0.0024917415896834696,1,651.0,63,1.313603079527908,1.6043723796908522,17,205.76470588235293,97.05761140063073,338.6875,343.85311521600323,8,0,0,1,0.0,0.9411764705882353,23.83177570093458,0.6470588235294118,5.944444444444445,16.471962616822427,17,338.6875,205.76470588235293,0.009345794392523364,0.0,1,206,5,2,1
9.0,0,f9f6b43b-b4ed-41cd-9244-f026adb49912,evasive_bot,evasive_bot,1,1.0,1,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6700.89 Safari/537.36 Edg/133.0.2873.40",t12d1208h2_9e6316305715_2dae41c691ec,masked,133,0,0,0,1,0,0,1,2,2,2,1,2,1,3,0,0,1,36,t12d1208h2,0.4722222222222222,1,0,3.863826390090815,1,0,0,0,2,2,8.0,8.0,0,0,Win32,1,0,0,0,0,0,56,0,56,14061.0,0.0,0.0039826470379062655,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,28,253.03571428571428,108.11616839005598,514.2222222222222,438.02116753631503,11,0,0,1,0.0,0.7857142857142857,23.895882227437593,0.6071428571428571,0.0,3.9826470379062657,28,514.2222222222222,253.03571428571428,0.0,0.0,1,102,0,4,1
9.0,0,c9b1dafe-8c18-4a0c-bb2d-3bbc4d96f5dd,evasive_bot,evasive_bot,1,0.9485466878744584,1,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.1118.25 Safari/537.36",t13d1516h2_8daaf6152771_d8a2da3f94cd,masked,121,0,1,0,0,0,0,1,2,2,2,1,2,1,3,0,0,1,36,t13d1516h2,0.4444444444444444,1,0,3.7817536555801703,1,0,0,0,2,2,8.0,8.0,0,0,MacIntel,0,1,0,0,0,103,20,0,123,11761.0,0.008757758693988607,0.0017005356687356517,2.8989383400146966,0.40008095430800006,0.13800947360128116,0.0010738168325192337,0.0014981420075847283,0.010863627514683014,8.413858989286052e-06,0.0006971184113408404,0.0011596802085279178,0.0018113521592917276,0,0.0,60,1.3867414892122625,1.5766301131929845,10,203.89999999999995,124.01971617448567,943.7777777777778,907.9414785078727,2,2,1,1,0.2,0.9,10.20321401241391,0.9,9.363636363636363,10.458294362724258,10,943.7777777777778,203.89999999999995,0.0,0.0,1,27,4,3,1
9.0,0,93e00078-ee81-484f-8af9-6e4239ab2765,evasive_bot,evasive_bot,1,1.0,1,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.1962.26 Safari/537.36",t12d1208h2_9e6316305715_2dae41c691ec,masked,115,0,1,0,0,0,0,1,2,2,2,1,2,1,3,0,0,1,36,t12d1208h2,0.4722222222222222,1,0,3.863826390090815,1,0,0,0,2,2,4.0,32.0,0,0,Win32,1,0,0,0,0,72,64,0,136,41493.0,0.0017352324488467935,0.0015424288434193719,2.7848618941199796,0.7750692485191243,0.2783151473886813,0.0009039629850407576,0.001237946876692765,0.008588225891704417,7.92904928003516e-06,0.0005086086914628396,0.0009953767764390765,0.0013965050311924414,0,0.0,37,1.2679492228441047,1.277252355627675,32,285.125,128.00994834386896,1241.3548387096773,963.5059819821033,5,4,1,1,0.125,0.5,9.254573060516233,0.59375,2.1818181818181817,3.277661292266165,32,1241.3548387096773,285.125,0.0,0.0,1,80,0,4,1
9.0,0,505ea2e1-0ce9-4aed-b6f6-dfbf6d09ac4f,evasive_bot,evasive_bot,1,0.4789698609071522,1,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.1851.88 Safari/537.36",t13d1516h2_8daaf6152771_d8a2da3f94cd,masked,115,0,1,0,0,0,0,1,2,2,2,1,2,1,3,0,0,1,36,t13d1516h2,0.4444444444444444,1,0,3.7817536555801703,1,0,0,0,2,2,12.0,8.0,0,0,Win32,1,0,0,0,0,82,0,0,82,1998.9999999999998,0.04102051025512757,0.0,3.570396941265446,0.9758074861364817,0.273305042041244,0.0037079154004738034,0.005432557140124385,0.0363572551219148,1.4359670160198025e-05,0.0015799085768205428,0.0037193384429566032,0.0062059451442892126,0,0.0,59,1.410425729865316,1.2565578660179404,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,82.0,41.02051025512757,0,0.0,0.0,0.0,0.0,1,98,4,4,1
